ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,04495,address.line1,"H.NO: 60, GOVIND NIWAS",GAT NO: 63
Modified,04495,address.line2,GANPATI MANDIR ROAD,"AADARSH NAGAR, AMBAD - PATHRI ROAD"
Modified,04495,email,,kumbharpimpalgaon@bkivv.org
Modified,04495,mobile,"9403757226,  9623232267","9403757226, 8485816608"
Modified,03966,name,LODAM,LODAM (JASHPUR)
Modified,03966,address.city,LODAM,LODAM (JASHPUR)
Modified,00570,mobile,9448604644,"9513115529, 9513096360"
Modified,00021,contact,07582- 263267,
Modified,00021,address.line3,MAKRONIA ,MAKRONIA
Modified,00021,address.line1,OM SHANTI BHAWAN,"H NO: 1063, OM SHANTI BHAWAN"
Modified,00021,address.line2,PRABHAKAR NAGAR,"PRABHAKAR NAGAR, GALI NO-3, WARD NO-2"
Modified,05115,name,ZARI,ZARI (PARBHANI)
Modified,04699,address.line1,PRABHU PASAND BHAWAN,"PRABHU PASAND BHAWAN, KHASRA NO: 243"
Modified,04699,mobile,"8574399812,  9450693938","8574399812, 9450693938"
Modified,01384,contact,02169-225675,
Modified,01384,address.line2,PUNE SATARA ROAD,"PUNE SATARA ROAD, NEAR OM MANDIR"
Modified,01384,mobile,9890964475,9970197906
Modified,02066,address.line1,VARDANI BHAWAN,"H.NO: 1505, VARDANI BHAWAN"
Modified,00353,address.line1,"GYAN DEEP BHAWAN, B.K.ROAD","H.NO: 003, GYAN DEEP BHAWAN, B.K.ROAD"
Modified,01992,contact,1507-222269,
Modified,01027,name,JIRAL,JIRAL (DHENKANAL)
Modified,01027,address.line3,MARTHAPUR,"MARTHAPUR, HUA SAHI"
Modified,01585,contact,01537-231405,
Modified,01585,mobile,"9929012025, 9414092652",9929012025
Modified,05497,address.line2,AMBIKA NAGAR,"AMBIKA NAGAR, PUNE -SOLAPUR HIGHWAY ROAD"
Modified,00337,contact,0744-2385116,
Modified,00337,address.line2,ABOVE RASHTRADOOT PRESS,"ABOVE RASHTRADOOT PRESS, SURAJ POL GATE"
Modified,02734,contact,01652- 251483,
Modified,03066,name,PAKUR,PAKUR (JH)
Modified,03066,address.city,PAKUR,PAKUR (JH)
Modified,03066,address.line2,"ANNAPURNA COLONY, NEAR RADHE KRISHNA MANDIR","ANNAPURNA COLONY, NEAR RADHE KRISHNA MANDIR ROAD"
Modified,03329,address.line1,"H NO: 1-308, SHIV SMRUTI BHAWAN","H NO: 1-308, VARDANI BHAWAN"
Modified,01952,district,Osmanabad,DHARASHIV
Modified,01952,name,OSMANABAD Z.P. COLONY,DHARASHIV Z.P. COLONY
Modified,01952,address.city,OSMANABAD,DHARASHIV
Modified,02762,name,GORMI,GORMI (BHIND)
Modified,02762,address.city,GORMI,GORMI (BHIND)
Modified,01340,contact,02364-261192,
Modified,03901,mobile,9434442138,"9434442138, 8902694801, 7003795543"
Modified,03233,contact,033- 25231213,
Modified,03233,coords,"['22.6988210000', '88.3696197000']","['22.6958690000', '88.3669950000']"
Modified,03233,address.line3,"RAJA RAM CHAND GHAT ROAD, PANIHATI","TAL: BARRACKPORE, PANIHATI"
Modified,03233,address.line1,HOUSE OF SANDHYA GHOSH,"H.NO: 22/1/AA, LIGHT HOUSE"
Modified,03233,address.line2,"(BY LANE, NEAR MOUCHAK CLUB)",UMACHARAN CHATTERJEE ROAD
Modified,03233,mobile,"9874200984, 9239962553",9874200984
Modified,03992,name,ADRA,ADRA (PURULIA)
Modified,03992,address.city,ADRA,ADRA (PURULIA)
Modified,00959,contact,05924- 254592,
Modified,00909,contact,05362-221720,
Modified,02657,contact,02366-262754,
Modified,03620,address.line1,BARVETA SADAN,"BARVETA SADAN, HOUSE NO: 234"
Modified,03620,address.line2,JHANDA BAZAR,"JHANDA BAZAR, MAHATMA GANDHI ROAD"
Modified,04027,mobile,9368047069,6399847069
Modified,01137,contact,"07622-224323, 245081",
Modified,01137,address.line1,'OM SHANTI BHAWAN',"KHASRA NO: 188, 45/2, 'OM SHANTI BHAWAN'"
Modified,01137,address.line2,NEW ACC COLONY,"HEMU COLONY WARD, NEW ACC COLONY"
Modified,01137,mobile,8827002929,"8269367895, 8827002929"
Modified,03285,name,FARAH,FARAH SAHISARI MOHALLA
Modified,03285,address.city,FARAH,FARAH SAHISARI MOHALLA
Modified,02181,contact,08585- 223353,
Modified,02181,address.line3,,RAMAYYA NAIDU COLONY
Modified,02181,address.line1,RAMAYYA NAIDU COLONY,H NO: 15/11
Modified,02181,address.line2,,RAILWAY ROAD
Modified,01745,contact,0515- 2821338,
Modified,03094,section,01569,03094
Modified,02589,name,SARIA,SARIA (RAIGARH)
Modified,02589,address.city,SARIA,SARIA (RAIGARH)
Modified,04387,address.line1,KHASRA NO: 354/52,"KHASRA NO: 354/52, DIVYA ANUBHUTI BHAWAN"
Modified,04387,mobile,8109181262,7947961280
Modified,02160,mobile,"6394936957, 8543081969",9450949271
Modified,01197,address.line3,GOPINATHA PURAM,GOPINATHA PURAM STREET
Modified,05201,name,KELOD,KELOD (NAGPUR)
Modified,00627,contact,022- 22410363,022- 40158791
Modified,00627,address.line3,"ATMARAM MERCHANT ROAD, BHULESHWAR",BHULESHWAR
Modified,00627,address.line2,"25/31, LALMANI BUILDING","25/31, LALMANI BUILDING, ATMARAM MERCHANT ROAD"
Modified,00627,mobile,"9930490212, 8652515368","9930490212, 9323598699"
Modified,02412,contact,05111- 283032,
Modified,02412,name,RURA,RURA (KANPUR DEHAT)
Modified,02412,address.city,RURA,RURA (KANPUR DEHAT)
Modified,02412,address.line1,"SHIV VARDANI BHAWAN, H.NO: 78","H.NO: 78, SHIV VARDANI BHAWAN"
Modified,00709,contact,07229-234073,
Modified,05002,address.line2,"CHAMAN MARKET, NEW BASTI","CHAMAN MARKET, NEW BASTI, WARD NO-9"
Modified,04033,address.line1,C/O AMARNATH SHUKLA,"C/O AMARNATH SHUKLA, H NO: 40"
Modified,04033,address.line2,"SDM COLONY, OPP: SDM HOUSE","SDM COLONY, OPP: SDM HOUSE, SARUVANPUR ROAD"
Modified,00658,name,PALUS,PALUS (SANGLI)
Modified,00658,address.city,PALUS,PALUS (SANGLI)
Modified,01196,contact,08942-224777,
Modified,01196,address.line3,,"C.B. ROAD, OLD SRIKAKULAM"
Modified,01196,address.line1,"DOOR NO: 14-9-78/2, C.B. ROAD",DOOR NO: 14-9-78/2
Modified,01196,address.line2,"MAVURI STREET, OLD SRIKAKULAM",MAVURI STREET
Modified,04249,name,RAHU,RAHU (PUNE)
Modified,04249,coords,"['18.5723790000', '74.2703540000']","['18.5720010000', '74.2713790000']"
Modified,04249,address.line3,TAL: DAUND,"RAHU, TAL: DAUND"
Modified,04249,address.city,RAHU,RAHU (PUNE)
Modified,04249,address.line1,"H NO: 86/1, NEAR MARUTI MANDIR","CS NO: 186, JANAK SARITA BHAWAN"
Modified,04249,address.line2,MAIN CHOUWK & MAIN ROAD,"KUMBHAR WADA CHAUK, NEAR MAHADEV MANDIR"
Modified,04249,mobile,"9049879368,  9284200556","9284200556, 9049879368"
Modified,01373,name,KATOL,KATOL (NAGPUR)
Modified,01373,mobile,8275867556,"8275867556, 9529560976"
Modified,01151,name,SAKTI,SAKTI (JANJGIR-CHAMPA)
Modified,01151,address.city,SAKTI,SAKTI (JANJGIR-CHAMPA)
Modified,01799,contact,0731- 2798534,
Modified,04270,name,BELDA,BELDA (PASCHIM MEDINIPUR)
Modified,04270,address.city,BELDA,BELDA (PASCHIM MEDINIPUR)
Modified,00766,address.line1,RAJ YOG BHAWAN,"H.NO: 54, RAJ YOG BHAWAN"
Modified,00766,address.line2,NEAR JAIN MANDIR,"NEAR JAIN MANDIR, SHIV MANDIR ROAD"
Modified,00766,email,,moonak@bkivv.org
Modified,01203,contact,02383-220067,
Modified,01203,name,AUSA,AUSA (LATUR)
Modified,03315,address.line1,SHIVRATNA,"SR.NO: 380/1 AM.NO.986, SHIVRATNA"
Modified,02563,name,PURNA,PURNA (PARBHANI)
Modified,02563,address.city,PURNA,PURNA (PARBHANI)
Modified,05136,address.line2,NEAR RADHA KRISHNA MANDIR,"NEAR RADHA KRISHNA MANDIR, MADHA ROAD"
Modified,01913,email,,allahpur.ald@bkivv.org
Modified,01913,mobile,09335064311,8318936331
Modified,05586,name,SUNEL,SUNEL (JHALAWAR)
Modified,05586,address.city,SUNEL,SUNEL (JHALAWAR)
Modified,01978,name,PANNA,PANNA (MP)
Modified,01978,address.city,PANNA,PANNA (MP)
Modified,02571,name,KUDAL,KUDAL (SINDHUDURG)
Modified,02571,address.city,KUDAL,KUDAL (SINDHUDURG)
Modified,03195,coords,"['18.2374120000', '77.1772150000']","['18.2387170000', '77.1770760000']"
Modified,03195,address.line3,"BESIDE HANUMAN TEMPLE, TAL: AURAD (B)",BEHIND BIRADAR COMPLEX
Modified,03195,address.line1,PLOT NO: 64,"PLOT NO: 69, OM NILAYA"
Modified,03195,address.line2,"SONA ROAD, INDIRA NAGAR COLONY","KAMALNAGAR BUSSTAND, UDGIR ROAD"
Modified,03195,email,rampurecolony.bdr@bkivv.org,kamalnagar@bkivv.org
Modified,03195,mobile,9845913473,"9845913473, 7829421690"
Modified,01394,contact,07253-233155,
Modified,01394,address.line1,"H.NO: 29, 'SHANTI KUNJ BHAVAN'","H.NO: 29, SHANTI KUNJ BHAVAN"
Modified,01119,name,BASSI,BASSI (JAIPUR)
Modified,01119,address.line1,VISHWA KALYAN BHAWAN,"H.NO:2, VISHWA KALYAN BHAWAN"
Modified,01119,address.line2,"H.NO:2, NEAR RAILWAY STATION ROAD",NEAR RAILWAY STATION ROAD
Modified,01912,address.line3,BEHIND TEHSIL,"BEHIND TEHSIL OFFICE, POWER HOUSE ROAD"
Modified,01912,address.line1,"SHIV SHAKTI BHAWAN, H.NO: 160","H.NO: 160, SHIV SHAKTI BHAWAN"
Modified,01912,address.line2,MOHALLA GOVIND DAS,GOVIND DAS MOHALLA
Modified,02395,contact,"0120-2906373, 2880909",0120-2880909
Modified,02395,mobile,"9319681135, 9910521625",9319681135
Modified,04497,district,Karimganj,SRIBHUMI
Modified,04497,address.line3,WARD NO-3,
Modified,04497,address.line1,DIVYA PRAKASH HOUSE,"H.NO: 795, DIVYA PRAKASH HOUSE"
Modified,04497,address.line2,RETIREMENT COLONY,"RETIREMENT COLONY, WARD NO-3"
Modified,01628,contact,0532-2505191,
Modified,01628,address.line1,"'SHIV SHAKTI BHAWAN', H.NO: 117/3E","H.NO: 117/3E, SHIV SHAKTI BHAWAN"
Modified,01628,mobile,"8853973480, 9450404514",8318000130
Modified,01891,contact,0532-2417428,
Modified,01891,address.line1,"'TRIVENI BHAWAN', H.NO:4","H.NO:4, TRIVENI BHAWAN"
Modified,01891,mobile,09450404514,9450404514
Modified,00004,address.line3,KAMALI MANDIR ROAD,WARD NO-19
Modified,00004,address.line1,'DURGA BHAWAN' 1ST FLOOR,"'DURGA BHAWAN' 1ST FLOOR, H NO: 12"
Modified,00004,address.line2,NEW SABZIMANDI,"NEW SABZIMANDI, KAMALI MANDIR ROAD"
Modified,00004,mobile,"8234978392,9407282716","8234978392, 9407282716"
Modified,01586,name,SADRI,SADRI (PALI)
Modified,01586,address.city,SADRI,SADRI (PALI)
Modified,04997,section,00393,04997
Modified,02405,name,BUXAR,BUXAR (BHR)
Modified,02405,address.city,BUXAR,BUXAR (BHR)
Modified,02405,address.line1,PARMATM ANUBHUTI BHAWAN,"PARMATM ANUBHUTI BHAWAN, KHASRA NO: 71/52"
Modified,02405,address.line2,"DEFENCE COLONY, BABA NAGAR","DEFENCE COLONY, BABA NAGAR, GALI NO-4"
Modified,00880,contact,05692-290093,
Modified,00880,address.line1,"H NO: 34, 'SEARCH LIGHT BHAWAN'","H NO: 34, SEARCH LIGHT BHAWAN"
Modified,05415,address.line3,WARD NO-12,"BEMETARA ROAD, WARD NO-12"
Modified,04488,name,GARRA,GARRA (BALAGHAT)
Modified,04488,address.city,GARRA,GARRA (BALAGHAT)
Modified,02668,contact,02329-234082,
Modified,04807,contact,,07184-252168
Modified,04807,address.line1,RAJYOGA ANUBHUTI KENDRA,"RAJYOGA ANUBHUTI KENDRA, H NO: 120/2/3"
Modified,04807,address.line2,RAMTEK ROAD,"RAMTEK ROAD, H.P. PETROL PUMP, NEAR IDBI BANK"
Modified,04807,email,,khokarla.bhn@bkivv.org
Modified,00580,contact,07199- 225907,
Modified,00580,mobile,"9765188314, 9158807331",9604587340
Modified,04892,mobile,9421183057,8788340116
Modified,04932,name,GURLA,GURLA (VIZIANAGARAM)
Modified,04932,address.city,GURLA,GURLA (VIZIANAGARAM)
Modified,04932,address.line2,BESIDE GOVT. HIGH SCHOOL,GOVT. HIGH SCHOOL ROAD
Modified,00886,contact,05262- 231031,
Modified,00886,name,GONDA,GONDA (UP)
Modified,00886,mobile,9118235905,"9118235905, 8707047183"
Modified,01011,contact,03753- 225323,
Modified,01011,mobile,"9707899481, 7896158982",6000706344
Modified,05374,name,MANPUR,MANPUR (CG)
Modified,05543,address.line3,"NEAR BUS STAND, SHANTI NAGAR","BUS STAND ROAD, SHANTI NAGAR"
Modified,05193,name,MAHUR,MAHUR (NANDED)
Modified,05193,address.city,MAHUR,MAHUR (NANDED)
Modified,00684,contact,040- 27016748,
Modified,00684,mobile,9490422701,7981102983
Modified,03544,address.line1,ARYA SAMAJ MANDIR ROAD,"H NO: 119, ARYA SAMAJ MANDIR ROAD"
Modified,04021,coords,"['20.3498650000', '85.1823570000']","['20.3608640000', '85.1910840000']"
Modified,04021,address.line3,"TAL: KHANDAPADA, WARD NO: 25",TAL: KHANDAPADA
Modified,04021,address.line1,"H NO: 2963, NEAR KANSARI SOCIETY HALL",KHUDBEHERA PATANA
Modified,04021,address.line2,"HANUMAN MANDIR ROAD, AT- KUNJABIHARIPUR PATANA","NEAR HANUMAN MANDIR, WARD NO: 12"
Modified,04021,email,,kantilo@bkivv.org
Modified,04021,mobile,"9937162394, 9348638294","9348638294, 9937162394"
Modified,04341,mobile,9761187519,"9761187519, 9410667136"
Modified,04038,name,NAGDA,NAGDA (UJJAIN)
Modified,04038,address.city,NAGDA,NAGDA (UJJAIN)
Modified,00764,name,MOGA,MOGA (PB)
Modified,00764,address.city,MOGA,MOGA (PB)
Modified,00089,contact,0130- 2461379,
Modified,00089,address.line1,NEW BASANT ENCLAVE,"PLOT NO: 42, 43, NEW BASANT ENCLAVE"
Modified,01335,name,BHOR,BHOR (PUNE)
Modified,01335,coords,"['18.1457640000', '73.8454540000']","['18.1458850000', '73.8484540000']"
Modified,01335,address.line3,SHRIPATI NAGAR,BHOR
Modified,01335,address.city,BHOR,BHOR (PUNE)
Modified,01335,address.line1,HOUSE OF SATISH B.MANGRULE,C/O DIPAK SADASHIV GHANE
Modified,01335,address.line2,ZONE NO:2,"NEAR JUNI TALIM, VETAL PETH"
Modified,01335,mobile,"8308602998, 9271493185","8308602998, 8805270466"
Modified,01795,email,smritinagar.bia@bkivv.org,smritinagar.bhi@bkivv.org
Modified,01375,name,KHED,KHED (RATNAGIRI)
Modified,01375,address.city,KHED,KHED (RATNAGIRI)
Modified,03397,name,GANIA,GANIA (NAYAGARH)
Modified,01991,contact,01826-252894,
Modified,01991,name,APRA,APRA (JALANDHAR)
Modified,01991,address.city,APRA,APRA (JALANDHAR)
Modified,01991,mobile,9463764478,"9463764478, 6239615349"
Modified,00564,contact,02442-222915,
Modified,00564,name,BEED,BEED ADARSH NAGAR
Modified,00564,address.line3,"S. NO: 68, PANGRI ROAD",
Modified,00564,address.line1,'DIVYA DARSHAN BHAWAN',"1/5-392, S.NO: 68, 'DIVYA DARSHAN BHAWAN'"
Modified,00564,address.line2,"1/5-392, ADARSH NAGAR","ADARSH NAGAR, PANGRI ROAD"
Modified,00195,contact,03712-236853,
Modified,00179,address.line2,"DIRA PER, RAJA MALI KA KUCHA","DIRA PER, RAJA MALI KA KUCHA, BARI KI GALI"
Modified,04832,mobile,8968089640,"9417151540, 8968089640"
Modified,02034,address.line3,,BYPASS ROAD
Modified,02034,address.line1,"MAHADHANI BHAWAN, VADAN TOLA","H.NO:56, MAHADHANI BHAWAN"
Modified,02034,address.line2,BYPASS ROAD,VADAN TOLA
Modified,04690,address.line3,"ULWE, PO: VAHAL","NEAR ISHWAR BREEZE SOCIETY, PO: VAHAL"
Modified,04690,address.line1,"FLAT NO: 101,102,103, DIVINE VILLA","DIVINE VILLA SOCIETY, FLAT NO: 101,102,103, PLOT NO: 97/98"
Modified,04690,address.line2,SECTOR 17,"SECTOR 17, ULWE NAVI MUMBAI KHARKOPAR RAILWAY STATION ROAD"
Modified,03648,name,MURUM,MURUM (DHARASHIV)
Modified,03648,address.city,MURUM,MURUM (DHARASHIV)
Modified,02329,name,KADA,KADA (BEED)
Modified,02329,address.city,KADA,KADA (BEED)
Modified,03046,name,BARAN  KRISHNA COLONY,BARAN KRISHNA COLONY
Modified,04351,coords,"['23.3023450000', '78.4457650000']","['23.2958550000', '78.4493090000']"
Modified,04351,address.line3,"SAGAR ROAD, WARD NO: 13","NEAR MAA SHARDA COLLEGE, SILWANI"
Modified,04351,address.line1,"H NO: 200, CHOURASIYA SADAN",SHIV PARMATM ANUBHUTI BHAWAN
Modified,04351,address.line2,OPP THRIMURTHI JAIN MANDIR,"SHIVLOK COLONY PHASE 1, UDAIPURA ROAD"
Modified,04351,email,,silwani@bkivv.org
Modified,04351,mobile,9584921009,"9584921009, 6265014095"
Modified,05006,address.line3,"MUTTHAWAS, TAL: MAKRANA",TAL: MAKRANA
Modified,05006,address.line2,"SADAR BAZAR, BEHIND RAGHUNATH TEMPLE","SADAR BAZAR, BEHIND RAGHUNATH TEMPLE, MUTTHAWAS"
Modified,04724,address.line3,MAHAVIR COLONY,"MAHAVIR COLONY, JWALA CHOWK"
Modified,03550,section,01569,03094
Modified,01549,address.line1,SUKH SHANTI BHAVAN,"H.NO: 2206/18, SUKH SHANTI BHAVAN"
Modified,00103,contact,01232-243135,
Modified,01898,name,MOUDA,MOUDA (NAGPUR)
Modified,01898,address.city,MOUDA,MOUDA (NAGPUR)
Modified,03771,address.line1,SHIVA DARSHAN BHAWAN,"PLOT NO: 15,16, SHIVA DARSHAN BHAWAN"
Modified,04061,name,NIRA,NIRA (PUNE)
Modified,04061,address.city,NIRA,NIRA (PUNE)
Modified,04061,email,,nira@bkivv.org
Modified,05295,name,MATI,MATI (KANPUR DEHAT)
Modified,05295,address.line3,"NABIPUR, TAL: AKBERPUR",TAL: AKBERPUR
Modified,05295,address.city,MATI,MATI (KANPUR DEHAT)
Modified,05295,address.line1,SHARMA'S HOUSE,"SHARMA'S HOUSE, H NO: 123"
Modified,05295,address.line2,NEAR SHIVA MANDIR,"NEAR SHIVA MANDIR, NABIPUR, MATI CHOURAH"
Modified,04618,address.line3,NEAR NIRANKARI BHAWAN,GOLA ROAD
Modified,04618,address.line2,GOLA ROAD,NEAR NIRANKARI BHAWAN
Modified,04618,email,,mohammdi@bkivv.org
Modified,04618,mobile,"9451025827,  7800591980","9451025827, 8400007508"
Modified,04970,coords,"['18.3664390000', '83.4491920000']","['18.3664210000', '83.4494700000']"
Modified,04970,address.line3,"KOMATIPALLI-GARBHAM ROAD, MAN: MERAKAMUDIDAM","KOMATIPALLI-GARBHAM ROAD, TAL: MERAKAMUDIDAM"
Modified,04970,address.line1,D NO: 10-62,D NO: 77-4
Modified,05134,name,DHROL,DHROL (JAMNAGAR)
Modified,05134,address.city,DHROL,DHROL (JAMNAGAR)
Modified,04099,email,,nagothane@bkivv.org
Modified,03870,mobile,9902625832,"9743363463, 8618263064"
Modified,01067,contact,03752- 263128,
Modified,03831,address.line1,SHIV VARDANI BHAWAN,"R 2-18239, SHIV VARDANI BHAWAN"
Modified,04401,coords,"['26.7384428000', '88.3594646000']","['26.7392570000', '88.3638910000']"
Modified,04401,address.line3,"KHAPRAIL CROSS ROAD, NEMAI, PS: MATIGARA","NEMAI, PO: MATIGARA"
Modified,04401,address.line1,"P.NO: RS-133, LR-298","MEDITATION CENTER, GURIYA JOTE"
Modified,04401,address.line2,LAST GATE OF MOTHER DAIRY CULCUTTA,UJJWAL NAGAR
Modified,04401,mobile,8001923643,"7029909736, 8001923643"
Modified,02081,name,KALAN,KALAN (SHAHJAHANPUR)
Modified,02081,address.city,KALAN,KALAN (SHAHJAHANPUR)
Modified,01135,contact,07793- 270891,
Modified,01135,address.line3,NIRANJAN WARD,"NIRANJAN WARD, SUBHAM COLONY"
Modified,01135,address.line2,SHUBHKARAN KA BAGICHA,"NEAR ALKA TALKIES, BSL SCHOOL ROAD"
Modified,05178,address.line1,"MALTI NIWAS, NEAR RAILWAY FIELD","PLOT NO: 861, MALTI NIWAS, NEAR RAILWAY FIELD"
Modified,02490,contact,05740- 259016,
Modified,03178,name,MURUD,MURUD (LATUR)
Modified,03178,address.city,MURUD,MURUD (LATUR)
Modified,04653,address.line1,"HOUSE OF RAJIV GUPTA, WARD NO-15","H NO: 55, HOUSE OF RAJIV GUPTA, WARD NO-15"
Modified,04654,name,NUAPADA,NUAPADA RADHAKRISHNA PARA
Modified,00079,name,DELHI SHALIMAR BAGH,DELHI SHALIMAR BAGH (EAST)
Modified,00079,address.line3,,SHALIMAR BAGH
Modified,00079,address.line1,H.NO: AM-189,"H.NO: AM-189, NEAR D-MALL"
Modified,00079,address.line2,SHALIMAR BAGH,KENDRIYA VIDYALAY WALI GALI
Modified,03914,name,KOVUR,KOVUR (NELLORE)
Modified,04948,name,UNAVA,UNAVA (MEHSANA)
Modified,04948,address.city,UNAVA,UNAVA (MEHSANA)
Modified,02325,contact,0731- 2610716,
Modified,03021,address.line3,,MAIN ROAD
Modified,03021,address.line1,MAIN ROAD,"H.NO: 168/1975, DIVYA ANUBHUTI BHAVAN"
Modified,03021,address.line2,,NEW BUS STAND
Modified,04942,coords,"['17.4051580000', '78.5444020000']","['17.4049060000', '78.5426720000']"
Modified,04942,address.line3,"SHOBHANA NAGAR, HABSIGUDA","JSN COLONY, HABSIGUDA"
Modified,04942,address.line1,H NO: 7-10/6A,H NO: 1-7-23/48
Modified,04942,address.line2,OPP: ROAD ISI BUS STOP,"STREET 8, COMMUNITY HALL ROAD"
Modified,04942,mobile,"7989938306, 9490745839","8499952369, 7989938306"
Modified,02732,contact,0731-2575575,
Modified,02732,address.line3,"RING ROAD, NIPANIA",
Modified,02732,address.line2,SAMAR PARK COLONY,"SAMAR PARK COLONY, RING ROAD NIPANIA"
Modified,04879,address.line2,MAHATMA GANDHI WARD NO-2,"MAHATMA GANDHI WARD NO-2, SAGAR ROAD"
Modified,01448,mobile,"9440881067, 7799681090",9513096360
Modified,01398,mobile,"9730318500, 9834984175",9730318500
Modified,04390,name,KHAGA,KHAGA (FATEHPUR)
Modified,04390,address.city,KHAGA,KHAGA (FATEHPUR)
Modified,03556,name,KADMA,KADMA (BHIWANI)
Modified,03556,address.city,KADMA,KADMA (BHIWANI)
Modified,00878,contact,05742- 234314,
Modified,00878,address.line3,NEAR G.I.C.INTER COLLEGE,"HAJIPURA ROAD, NAVEEN NAGAR"
Modified,00878,address.line1,"SWARNIM BHAWAN, HOUSE NO: 528/A","H.NO: 528/A, SWARNIM BHAWAN"
Modified,00878,address.line2,"SECTOR 15, NAVEEN NAGAR, GALLI NO:3","NEAR G.I.C.INTER COLLEGE, GALI NO:3, SECTOR 15"
Modified,00878,mobile,"8171845572, 8923935935","8171845572, 7906113370"
Modified,02482,contact,06753-264236,
Modified,02482,mobile,9178011978,"9178011978, 9937285911"
Modified,03833,name,JAMI,JAMI (VIZIANAGARAM)
Modified,03833,address.line3,BESIDE VETERINARY HOSPITAL,SANTHAPETA STREET
Modified,03833,address.city,JAMI,JAMI (VIZIANAGARAM)
Modified,03833,address.line2,SANTHAPETA STREET,BESIDE VETERINARY HOSPITAL
Modified,03833,mobile,"9515011666, 8501954953",9515011666
Modified,04246,name,SOHNA,SOHNA (GURUGRAM)
Modified,04246,address.city,SOHNA,SOHNA (GURUGRAM)
Modified,01209,contact,08441-277910,
Modified,01209,name,SEDAM,SEDAM (KALABURAGI)
Modified,01209,mobile,"9449121005, 8431252810","9449121005, 9448708774"
Modified,04385,address.line1,BEHIND CHAUHAN ENTERPRISES,"FLAT NO: 553, BEHIND CHAUHAN ENTERPRISES"
Modified,02456,address.line1,SIPAHI THAKUR MOHALLA,H.NO:59
Modified,02456,address.line2,,SIPAHI THAKUR MOHALLA
Modified,00394,address.line1,VISHWA PRAKASH BHAWAN,"VISHWA PRAKASH BHAWAN, KHATA NO: 2110/78,79"
Modified,03507,address.line3,SHIVAJINAGAR,"LT.VISHNU SITARAM CHITALE PATH, SHIVAJINAGAR"
Modified,03507,mobile,"9049184243,7588567531","9049184243, 7588567531"
Modified,00906,name,SALEMPUR,SALEMPUR (UP)
Modified,00906,address.city,SALEMPUR,SALEMPUR (UP)
Modified,04668,name,BIANA,BIANA (KARNAL)
Modified,04668,address.city,BIANA,BIANA (KARNAL)
Modified,04668,mobile,"9050220394, 8708882727","9050220394, 8708882527"
Modified,01909,name,SAMBA,SAMBA (J&K)
Modified,01909,address.city,SAMBA,SAMBA (J&K)
Modified,05111,coords,"['14.6005900000', '78.6676380000']","['14.5944190000', '78.6701250000']"
Modified,05111,address.line3,NEAR BUS STAND,KAMALAPURAM
Modified,05111,address.line1,H NO:9/56,H NO:14/814 A
Modified,05111,address.line2,KOTA STREET,NEAR VIVEKANANDA SCHOOL
Modified,05111,email,,kamalapuram@bkivv.org
Modified,03498,address.line3,,"TEHSIL ROAD, WARD NO:9"
Modified,03498,address.line2,WARD NO: 9,NEAR SRI RAM VATIKA GUEST HOUSE
Modified,03822,district,Osmanabad,DHARASHIV
Modified,03822,name,DHOKI,DHOKI (DHARASHIV)
Modified,01721,contact,02182-221736,
Modified,01721,mobile,"9028802439, 8329570247, 7083800714",9028802439
Modified,00565,contact,07184- 252168,
Modified,05557,address.line2,"OPP: CHHAPRA COLONY, LATA VIHAR","OPP: CHHAPRA COLONY, LATA VIHAR, BHARAT LALTEL ROAD"
Modified,03095,name,IGLAS,IGLAS (ALIGARH)
Modified,03095,address.city,IGLAS,IGLAS (ALIGARH)
Modified,04824,name,RAJOD,RAJOD (DHAR)
Modified,04824,coords,"['22.9511090000', '75.0633280000']","['22.9499900000', '75.0666900000']"
Modified,04824,address.city,RAJOD,RAJOD (DHAR)
Modified,04824,address.line1,WARD NO:7,HOUSE NO: 706
Modified,04824,address.line2,NEAR RADHE KRISHNA TEMPLE,SADAR BAZAR
Modified,04824,email,,rajod@bkivv.org
Modified,04824,mobile,"9691451236, 7804860319",9691451236
Modified,03232,mobile,"9027058612, 8218922860","8218922860, 8532992373"
Modified,04596,name,MADHA,MADHA SHIVAJI NAGAR
Modified,04596,coords,"['18.0289000000', '75.5222560000']","['18.0273580000', '75.5199280000']"
Modified,04596,address.line3,"VAIRAG ROAD, SANMATI NAGAR",SOLAPUR ROAD
Modified,04596,address.line1,"H NO: 2009, KATE NIVAS","H NO: 2892, PLOT NO:61"
Modified,04596,address.line2,NEAR GANESH TEMPLE,"SATHE PLOT, SHIVAJI NAGAR"
Modified,02754,name,ROHA,ROHA (RAIGAD)
Modified,02754,address.city,ROHA,ROHA (RAIGAD)
Modified,90001,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,04383,mobile,8005573260,8619837539
Modified,02545,address.line1,"H NO: 1085, DIVYA ANUBHUTI BHAWAN","H NO: 1085, GLOBAL DIVINE LIGHT HOUSE"
Modified,03010,mobile,"9382089260, 9434642197","9382089260, 9434642197, 9564399814"
Modified,02461,address.line1,"ANAND SAROVAR, SUGAR MILL ROAD","SERVEY NO: 1840/4, ANAND SAROVAR, SUGAR MILL ROAD"
Modified,03235,coords,"['19.3061170000', '84.7799190000']","['19.3043950000', '84.7802630000']"
